idx,text,predicted label
198,거기 제가 확인되면 이제 문자로 기간 연락 갈 거니까 모르는 번호로 열 전화와도 바지 부탁드린다다라고 문자 남자들이 남해 하나 될 게 문제가 있을 경우에는 제가 직접 고객에게 다시 연락드릴게요 알겠습니다,1
199,드 죄송합니다,1
200,반갑습니다,1
201,레키스 상담사 선생님입니다,1
202,무엇을 도와드릴까요,1
203,아 네 아 제나 연결기 너무 편네요 죄송합니다,1
204,저희가 중간에 업무 변경경이 있으면서 전화 연결해서 그냥 회원되어 뭐가 아도 연결 되네요,1
205,네 맞습니다,1
206,저희가 단계 동안에 업무 다른 때문에 연결 여러 가지로 비연이 계속 경이에요,0
207,네 아 그 문의를 할려 하면은 병에는 문의 했는데 못 다는데 제대로 못 들어가지고 마스크 오십 대형 구십 사 오십 대 일이 있잖아요 고를 구입을 제가 적이 있는데 바로 전에이나 창 있어서 사이즈가 좀 더 크더라고요 그래가지고 물보를도록 논버를 보니까 기존에 구입 때마다 일 일 사 오고요 네 이거는 이번에 마지막 영어 이 삼 삼 육이더라고요 아 저희가 그 뒤에 확인되는 번호는 대하는 그 이게 공장 라인의 번호이기 때문에 이게 번호가 다르다고 해서 사이즈 자체가가 편리하다거나 그런 거는 아니세요,0
208,아 저는 상담사분 그거를를 보고 연락을 올라가주던데,1
209,아 그러셨어요,1
210,네 그래 클릭 해서 가야,0
211,지금 꼭 말씀을 드리는 거죠,1
212,일단은 후 저희가 먼저 정확한 상담을 위해서 고객님 성함한과 연락처가 어떻게 되실까요,1
213,예 신민기고요님이세요,1
214,네 공 일 공 삼 팔 이 팔 삼 팔 이 팔 일 팔 이 오 칠 사 일 호 강의 수정 감사합니다,1
215,혹시 고객이 몸 해주셨을 때 어디서 구매를 해주셨을까요 밀키트 몰요 아 저희 캐스원에서 구매해주주세요,1
216,네 그래 가지고 여기서 말씀해주세요,1
217,나요 보면은 또 코 부분에 꼬익 조금 말거든요,1
218,그 원래가 봄이 없는데 이번에 일 감 삼 육이랑 호 꼬미 있어요,0
219,골프보위를 좀 편지가 납니다 그러어요,1
220,원래 제가 저한테 까만 일 사 하고는 홍 부분은 문자로짜 돼 있거든요,1
221,고부분 예 근데 일 삼 삼 육은 호이 가장 맛있있어요,1
222,야 공 크다 말이죠,1
223,네 고객님 저희가 지금 하기 고객님 번호로로 확인을 해보니까 네 고객님으로 확인이 계시던데 혹시 안에는 복잡합니다,1
224,아 보통 이 이름이 더야 그걸 많이 빼거든요,1
225,거 가지고 가지고 안 뭐 해봤던 거구요,1
226,네 대형이이 그러면은 사이트가 맞지도 않고 그리고 그 코 부분이 흥이이 생겼다는 말씀이신 거죠,1
227,다 만들 때 만들 때부터 몇 이제 만든 혼을 만들라더라고요 고 제품이인데 제가 기존해서 소 모라 나기가 크더라고요 또한 마음은 아닌데 또한을 원하는 아니고부터 뜨고 있는데 새로 이제 앞으로 구입 하고 싶은 거는 지금 쓰던 거 그거를 구입하고 싶은데 글을 알고 싶어서 그러럽니다 기존이 아까 그 뒤에 번호가 몇 번이라고 하셨죠,0
228,일 이 사 공 비 사 구방이시고요 네 그걸로 데리고더로 쓰고 싶은 거거나 이걸 이 번호로로 이제 된 걸로 계속 이용을 하고 싶다는 말씀이린 거잖아요,1
229,그렇죠 이 번호으로 나온다면은 소 요리자가 딱 맞아서 그러셨어요,0
230,그러면 저희가 이거는 확인을 한 한번 해 봐야 될 것 같아요,1
231,고객님께서 계속 기다려야 기다리시지는 못하시니까 제가 확인을 해보고 고객에게 다시 한번 연락을 드리도록 하겠습니다,1
232,아 연락 꼭 개설된다,0
233,어 오늘 중으로 연락을 드릴 거고요 지금 연락 번호로으로 연락드리면 받으실 수 있으신 건가요 아 네 네 알겠습니다,1
234,그리고 한 마지막 한 번 가는 좀 드리 일 이 사와 기존에 쓰던 거고 해외과에 돈이 없는 겁니다이라 아 알겠습니다,1
235,근데 지금 한 삼 육권을을 이제 그 코 부분에 홈도 있으신 거고 지금 뭐 아이 가져 보고 딱 크고 그러신다는 거잖아요,0
236,으 알겠습니다,1
237,제가 그럼 이거 이거 확인하고 고객님께 잠깐 번 연락드리겠습니다,1
238,그리고 드라이 일 이 하고 그거를 예해서해서 구입할 수 있는 방법을 없 도 좀 말씀드 들어주세요,1
239,잘 알겠습니다,1
240,어 네 네,1
241,십니다,1
242,멜케이 고객센터입니다,1
243,무엇을 도와드릴까요,1
244,아 예 그 소형 그 어린이 얼마 전에 구매를 했는데 또 예 그런 쪽 아 되 예 그 두통을 주문을 해가지고 얘가 그 게 한 통만 나누길래 주문을 할 하려고 했더니 여기가 그 주문을 하 말라고 그러더라고요 보니까 그 길 그 보면 오 이 옆에 돌 쪽이 포리 어플 어 너무 아프다 그러 보니까는 그 끝에이 이렇게 꼬밀 꼬실하게 걸리기를 있더라고요 어 네 그런 조기가 많이 없었나요,0
245,이런 문의권 말씀겠네요,1
246,네 저는 지금 처음 받아 와가지고요 고객님 아 이게 그 끈조졌더니 그릇에 대한 맥경 꺼내봤더니 타을 해야 다 그래도 우리 애 지금 그 한 통 단을 동안 그냥 무슨 말을 일부러 안 했대요 그 여유를 새로 살려더니 하지 말라고 그리고 보니깐 일단 칼끌크 그래 가지고 옆에가 부이 있는 데가 이렇게 뭐가 이렇게 나왔어요,0
247,이게 테러블이 어빙 만도 약간 이 끝에 이 접어져 있는 맨 끝에 쪽에이 까 깨슬하게 이렇게 걸려요려요 이거 어떻게 해야 되는지 한 통 중에 하나까지는긴 했는데 에 그 깐 것도 컴퓨터 앉아보니까 그렇더라고요 아 우선 불편드려 죄송합니다,1
248,확인을 위해서 거의 성함이랑 연락처 말씀 부탁드릴게요래 네 유화 예 그 죄송하지만 거기 말씀이도 잘 안 되나요라 아 화 에 네 아이 아 네 다 번호가 어떻게 되세요,1
249,공 일 공 길 하나 공 일 공 칠 일산 하나 고으로 일 오 구 육 번이요 네 소설을 건보하기 감사드립니다 잠시만 기다려주세요,1
250,혹시 저희 공물에서 주문해주신 거 마지막 십 일 월 일 일 날 주문해주셨고 작년에 케이크 팔고 호용품을 다섯 개해주신 거 맞으세요 오 개 주문해주신 거 맞으세요 또 그러면 이거 이 반품 원하시는 걸 보면 교환으로 월드 펌크 이 지금 한 통을 쓰고 배경 너무 아프다고 그래서 해서 세 한 통을 따서 하나를 봤거든요,1
251,그리고 부탁드더라고요 거기 그러면 아까 그 볼 양 끝소기가가란 부분이 있고 몇장을 꺼내봤더니 다 그런다다라고 말씀을 해주셔도잖아요,0
252,애기도 사용 원지도 않은 펀드 집에 트러블이 난 상태고 여기 그 마스크 불량 사진을 저희 카카오톡으로 보내주실 수 있으실까요 어 그런 너무 텐데 하 세 상관없고요 어떤 부모랑 통화 기록은 남아있 있어 있기 때문에 그 저희가 한 한번 사진을 좀 봐야 될 것 같습니다,1
253,사진 남겨주시 부탁드릴게요 그거 많이 그러면 어떻게 해야 되나요,1
254,저희 합 확인해서 혼자차석으로 답변을 드리고 있습니다,1
255,아이 카톡으로 어떻게 아 카카오톡이요 네 카카오톡 들어가시면 그 위에돋보 있을 있잖아요,1
256,음 거기다가웨 키트라고 치기면 어 저희 그 파란 바탕 안에에서키스라는 게 나와요 저희 어 그래서 저희 그 태널 추가 그냥 해주셔서 그쪽으로 문의드 사진만 올리면 되나요 사진인데 전송 부탁드릴게요 그러면 그 담당자 문의 확인 저는 담당 부서가 다르기 때문에 예 혹시 할인만 그러면려면 올려놓 우리 적금 설명을을 간단하게만 남겨주시면 저희가 환불해구요,1
257,거기 예 죄송합니다,1
258,네 감사합니다,1
259,혜택입니다리하세요,1
260,저 다름이 아니라 아들 대한 저는 흰 쓰 앞에 반품한 게 있는데 어 사진던데 반품 처리 요청을 해주셨는데 일 일 번 그거 꼭터 때 한 해외 해서 제가 그 여자번호 통화 테 반품 하겠다고 오래되 그렇게 해서 휴날 확인 예 네 아직 카드 환불 사야 다 어 당 기대 한번 확인해해보겠습니다,1
261,장 기다려십시오 아 기다려셔서 감사합니다 보니 그 반품 요청하신 상품 에 음 미술 회드 완료료된 걸로 확인이되 되고요 음 에 뭐 제가 반품 처리 진행 도와드릴 수 있도록 하고놓고서를 오늘 내가 서류 해드리려니 제 카드 픽업 바에는 이제 영업일 기준해서 제 하루에가 이게 일요일에서 한 정도질 수 있는 점 네 하고 부탁드리릴게요 음 알겠습니다,1
262,그래서 주일 뒤 호텔 대한에 대해 죄송합니다,1
263,제가 최대한 빠르게 처리 도와주실 수 있도록 하겠습니다,1
264,네 감사합니다 네,1
265,반갑습니다,1
266,맥키스 상담사 사장님장님입니다,1
267,무엇을 도와드릴까요,1
268,음 아 확인 좀 할려고요구요 예 제가 그 우선 일하고 전화번호를 좀 알려드릴게요해주세요,1
269,일 길 에이 번호는 육 칠 칠 팔 삼십 칠 칠 구간요 육 육 칠 칠 팔 삼 칠 칠 구 번이 확인 감사합니다 네,1
270,제 잘해주시겠어요,1
271,제가 교환하기기로 했는데 아이스를 추천해 와야 되는데 한 팩만 왔더라고요 아 그러세요,1
272,지금 저희 쪽에 확인되는 마스크카가 그 동물들의 그림 케이프 구십 사 대여 맞으신가요 네,1
273,네 음 그러시고도 하나 어떤 상품이 오기로 되어 있었던 건가요 아니 그러니까 제가 그 새로러 나올 신상 마스크를 두 개 시켰거든요,1
274,컴퓨터해야 말씀하시는 거죠,1
275,네 네 일단 제가 다시 교환한다고 해서 대형 두 개를 그럼 교환해줘야 되잖아요,1
276,근데 그 교환하러 교환 다시 온 게 한푼밖에 안 왔어요,1
277,아 그러셨어요,1
278,아 네 고객님 죄송합니다,1
279,그러시면 어떤 색상이 오었을 거 맞을까요 네 간 흰색 그 옛날 흰색밖에 없잖아요,1
280,아 그러면 정말 아 돼요 이거 그러면 이게 알았다는 말씀이인데요,1
281,그거 동네 그러 그것만 안 오고 컴퓨터 이에 그대로 사용을 하고 계시는 거고 받을려고 하는 상품은 그게 많이 그 제가 재수해가 갔거든요,0
282,제일 처음에 주문한 상품 두 개는요 아 아 그러 고객님께서 제가 원래 컴퓨터 예약어 두 개를 구매해주셨는데 그게 아니라 그냥 안에에 일반 마스크로 교환을 하고 싶다 그랬는데 지금 현재 돼요 케이프 고스 하나만 보고 하나는 안다는 말씀이신 거죠,1
283,네 아 네 고객님 저희가 이쪽 확인 한번 해보도록 하겠습니다,1
284,잠시만 기다려주세요,1
285,네 네 고객님 기다려주셔서 감사합니다,1
286,저희가 이 부분을 확인을 한번 해보고 고객에게 다시 한번 연락드려도 될까요,1
287,네 제가 이거 크으로 할 때 저는 여러 번 많이 했거든요,1
288,고객님 너무 죄송합니다,1
289,고객 어떻게 일거리를 어떻게 하시는지 제가 확인을 안 할 수도 없고요 하나밖에 안는데 확인을 안 하고 마냥 기다릴 수는 없잖아요,1
290,네 알겠습니다,1
291,고객님 저희가 다시 한번 확인해 해보고요 연락드리도록 하겠습니다,1
292,네 확인할하시고 전화 좀주세요,1
293,알겠습니다,1
294,네 감사합니다,1
295,반갑습니다,1
296,엘피스 상담사 사장님입니다,1
297,무엇을 도와드릴까요 홍회원 가야 되는데요,1
298,네 그 만 원 할인쿠폰이요 비 상품 격된다고 매일 받았는데 이거 저도 안 좋은 중인데 어 혹시 그걸 상 앞에 이벤트라고 된 상품으로 구매하신 거 맞으신가요 어 어 그 쿠폰에 저 그 조건의 명지가 조건에 맞게 구매를 하셨는데도 지금 쿠폰 적용이 안다는 건가요 네 이벤트 같은 국내는데 거기 완전 돼요 다행 아니야 여보세요 네 고객 저의 잠깐 확인하고 말씀드릴게요 잠시만요 근데 쿠폰 거기 토요일 피페이네요,1
299,쿠폰에 네 고객님 일 팔 네 그 네 네 그거 그거 쿠폰 쿠폰에 명세되어 있는 조건에 맞춰서 구매를 해주셔야 할지만 적용이 되세요,1
300,이벤트에서 올 내가 음료일로 구매했는데 일텔 이반 키가 안에 기간 내에 그 쿠폰로부터 명시되어 있는 그 상품에 있어서만 쿠폰 적용이 되면 부분이세요,1
301,이벤트 상품이 아니라 이 삼 한 명의 이벤트라고 적어으면 경이 된다고 이메 받았어요,1
302,어제 음 그러세요,1
303,에 이벤트 아래가 아니라 저희 지금 그 만 원 쿠폰 같은 경우에는 공동물을 확인을 하고 있는데 이벤트 기간 내에 행규회원 가입 이벤트 대상 마스크 에서 만 원 할인 하잖아요,1
304,그 기간 내에 이래 배송 마크가역 앞에 일대라고 적어있는 계산만 네 네 나는 할인해라고 이메일을 받았다고요 답변을 이스 상품은 만 원 할인쿠폰 적용된다고 메 받았다고 답변 네 그러시면은 이벤트라는 상품을 했는데도 제거는 안되 되신다는 말씀이세요,1
305,네 아까 어디 일 아까 잠시만요 고객님 저희가 이거는 확인을 해봐야 될 것 같거든요,1
306,그래서 저희가 확인을 하고 고객님께 다시 연락을 드리도록 할게요 혹시 고객님 성함과 연락처가 어떻게 되시나요,1
307,삼 육 오 팔 네 하라필 삼십 네 고객님 성함은 어떻게 되시나요,1
308,아이 안 그 안동성고님이세요,1
309,저는 언제 와요 저희가 오늘 중으로 확인하고 연락드리도록 하겠습니다,1
310,저는 연결 안 돼요 근데 네 거기기는 너무 불편되 죄송합니다,1
311,저 공간은 업무 시스템이 변경이 되면서 연락이라던지 가까운 제한이 조금 그런 부분이 있을어요 죄송합니다,1
312,확인하고 연락드리도록 하겠습니다,1
313,요즘세요 네 오늘 중으로 확인하고 연락드리도록 하겠습니다,1
314,요즘 오전 주문 보더니 이건 확인하는데 흡연 조금 소요가 돼서요 오전 중으로 조금 힘드시고요 오늘 중으로 연락드리도록 하겠습니다,1
315,쿠폰이 오늘까지 말돼요 네 최대한 빠르게 확인하고 연락드리도록 하겠습니다,1
316,그럼 오 중에 받아주세요,1
317,요 있는니까 저희가 오전증이 확인이 안 돼질 수 있어서 제가 오전생에 드리겠습니다 라고답리스가가 어떻게 때문에 최대한 빠르게 확인하고 연락드리도록 하겠습니다,1
318,이거 저는 세선미입니다,1
319,백 그냥 얼 잘 못 받을 수 있어요,1
320,저희가 오전 중에 확인이 되면 오전경으로 연락을 드릴 수가 있고요 그렇지 못할 경우에 확인하는데 조금 세하게 걸릴 수가 있다면 오후가 되실 수도 있으세요,1
321,거기 저표하고 이게 먼저 틀리 나나요 이벤트도 이게 너무 배 있는데 네 고객님 그런 부분을 저희가 확인을 하고 고객님 정확하게 아내 되기 위해서 확인하고 연락드리도록 하겠습니다,1
322,오 해주세요,1
323,배 최대한 빠르게 연락 확인하고 연락드리겠습니다,1
324,어,1
325,안녕하세요,1
326,왜키 상담합니다,1
327,그럼 무엇을 도와드릴까요 이 앞에 예 고객님 여기 제가 그때 주문해가지고 그 글을 남겼거든요,1
328,사이즈가 맞지 않아서 반품 건에서 메일을 받았다 해서 반품하라고 연락받아도 반품을 했는데 네 아무런 환불 조치가 안되고 있다,1
329,네 어머니 너무 죄송합니다,1
330,고객님 계속 반품 좀 진행해서 상품도 할까인가요 보니 그러면요 부산 플스토에 끝 보했는데 저한테 해도 너무 죄송합니다,1
331,제가 확인해서 반품 처리 진행도록 할 건데요,1
332,그럼 트 같은 한 위해서 고객님 성함과 연락처 부탁드드리겠습니다,1
333,아라이요 고민세요,1
334,아 그 연락 한번 말씀해주겠습니까,1
335,일 공 일 공 삼 오 오 오 칠 하나 곱해야 고객님 선생님 정말 감사합니다,1
336,이 월 일 중에 구매하셨던 상품 확인되고 있군요,1
337,네 좀 정확히 확인해 테 다음 그렇게네 네 감사합니다,1
338,음 고객님 감사합니다,1
339,거기서 너무 죄송하게 되면 저희가 아직 그 검수 확인이 되고 있지는 않은 것 같은데요 비는 지난도 언제쯤 사진 귀찮 그리고 좀 죄송합니다,1
340,감사합니다,1
341,한 화물 삼 거수를 해서 가지고 가신 것 같은데 아 그렇군요,1
342,아 고객님 확인을 조금 감사합니다,1
343,그래서 상품이 일단 아마마카면 아이일이나캔 있었 입고구가가 되었지는데 제가 입고되게 되면 검수해서 환불하는 데까지 보통 평일 기준으로 이렇게 삼 일 정도 들어가 되다 보니까 안던 것 같아요,1
344,제가 나는 하늘날 거 바로 그다음 날 들어갔다고 저한테 연락이 왔는데 아 그 말고 어 그러면 이게 아마 그 칠 일 팔에 어디 그 한 번에 때문에 휴 있다 보니까 좀 변되고 있었던 것 같은데 제가 이 할인 좀 검해서 환불 처리 있을 방문하겠습니다,1
345,분이 너무 죄송합니다,1
346,그 이거 언제까지 기다려야 돼요 아마 강으로는 다 제가 어느 이제 다시 한 한번 또 검수 확인해 거고 제주도 내일까지는 환불 처리 있어서 잘 해야겠습니다,1
347,너무 죄송합니다,1
348,이거를 왜냐면은요 왜피스 여기를 제가 지난번에 허 학원 전화를 했지만 결혼공 안되고 메일을 남겨도 답장도 없으시고 이런 색 그런 서비스 자체가 되게 느리고 되게 답변도 듣고 아무튼튼 여러 가지가 되게 불편했거든요,0
349,아 네 에 근데 고가 이거 지금 표후통화를 했는데 제가박 다시 한번 전화를해서 이렇게 뭐 글을 남기거나 이런 일이 없도록 환불까지 꼭 좀 바로 부탁드리주세요,1
350,지금 고객님 정말 죄송합니다,1
351,제가 새이에요 전까지 한 번도 한 명인데 주소리를 지나하다 보니까 좀 많이 넘어 있었었는데 지금부터는 잘 처리하고 혹시 앞으로 구매하시는 게 보통 이름이 발생되지 않 제가 뭐라고하겠습니다,1
352,너무 죄송합니다,1
353,그런 이게 제가 좀 이 전자받다 보니까 거기는 매일 접수 수 제가 알려 좀 더 빠르게 처리게 될 텐데 그 상품 고객님 그 코레색 베이이지 좀 삼십 가서 구매하는데 해외 혹시 반품해서 살고 아니 거기 설명에 보면요 그 새로 나오는 제품이잖아요,0
354,그래서 그거를 왜 그때 사용하다 그 사이즈들을 갖다가 기이를 해준어서 때 요거 사용 사용하는 거는 요 정도까지 하시면 됩니다 라고 이렇게 적혀있어서 제가 그 싸 구매했는데 사이즈가 막지 않고 뜨 마마트트의 피뷰를 엘티해서 불편하다는 느낌이 들어서 아 예매금 설명하고 너무 다르다 왜냐면 기존에 이것 때문에 예를 된다 했는데 얘가 맞질 않는 라는 생각을 했기 때문에 네 제가 반품을 했고 에 아 그렇게 거기 별로 무산 반품품을 안 예 어 미상으로으로 그냥 그냥 반품 하하라고 예 그렇게 하라고 하셨다,0
355,내일 와서 음 그 제가 그 반품하는 어디 어떻게 해야 되나 같더니 메일에 뭐 반품도 총 보고 짜,0
356,뭐 그런 확인 된다고 매일일이 온 것 같더라고요 그래가지고 내가 그냥 씨제이 받았으니까 티이 바로 반품 처리를 하니까 그 바로가지고 수거해갈 거 같거든요,0
357,아 네 그렇군요,1
358,네 거기 정확히 확인셔서 너무 감사합니다,1
359,제가 이 번 확인해서 내일까지는 카드 진행하고 혹라도 출 있을 때마다 제가 잘 내가드리겠습니다,1
360,고객님 이게 재발급 좀 빨리 좀 부탁드릴게요 예 알겠습니다,1
361,너무 죄송합니다,1
362,네 오 네 감사합니다,1
363,점심 상담도 신청하겠습니다,1
364,음,1
365,습니다,1
366,상담사 무엇을 도와드릴까요 다름이 아니라 이거 왜킹스란 제가 사용을 했는데요,1
367,사용만 해서 이거 웨킹 제가 집에 좋니까 이거를 그 대형 박스 큰 박스 있잖아요,0
368,그거를 한 박스 구매 했는데 어 내가 그래서 이것만 폐경을 하기 때문에 이 상태를 잘 알거든요,0
369,근데 어 나한테 그랬지만 이제 화 크게깎 탈 때가거든요예다 근데 이게 안돼요 안 안될까지 내가 왜 이해가 일어나 날 갔더니 뒤에 꽃만 크이에요,0
370,아 그이 엄마 인터넷 보니까 이번 지금 거는 아 앞으로 바 때까지도 여자 흰 좋아요,0
371,근데 지금 이거 저기 내가 한 박스에서 큰 카페 하나를 꺼내 갖고 쓰고 있거든요,1
372,그 주변에에 있는 빵 있다가 그걸 알아보니까 비교를 해보 보니까 어 이거 위에 가는끈이 지금 제가 새로 구매한 거는 엄마예요,0
373,신특강이 없나요 대구 예금 먼저 정확한 상품을 위해서 고객님 성함과 연락 확인 부탁드립니다,1
374,아 이게 금액을 우리 딸이 머리 쌀 번호로 가입해드릴게요 네 이름은 인콩드이고요 아니야 도장이 네,1
375,제가 이 일 인피 이 아니고 니은 한 근 한수이에요 한 한 할 때 한은인상윤 고객님 날짜 네 연락처 확인 부탁드립니다,1
376,네 연락처 잠깐만 팔복 특가 팔 박 일 공인데 점점 만 팔 공 일 동 아 가운데 번호를 몰라 그랬나,1
377,아 그끈 팔 큐 안 나왔나요,1
378,거기서 계속하는데 저희가 전체적으로 연락를 확인을 해주 주세요,1
379,전체적으로 음 잠깐만요 음 아 네 감사합니다,1
380,일단 남 잠깐만요 음 어떻게겠다,0
381,네 좀 부탁했네이 아니라라서 음 끝번호가 가운데 번호가 아 잠깐만 기다려주세요,1
382,음 사 사 팔가 사 사 팔 팔 공 이 공 팔 공 일 공구요 네 네주세요,1
383,혹시 구매해주셨을 때 어디서 구매하셨는지는 어 확인이 안 되시는 거죠,1
384,거래기간 확인하면 확인할 수 있어요,1
385,그리고 이거 저거 뭐지 구매해 가지고 저 어 사업자번호를 하나 넣을 거예요,1
386,아 아이 저희가 사업자 번호는 아니시고요 일단은 정확하게 어떤 상품인지 확인 하기 위해서 여쭤봤던 건데 지금끈 신 특성이 없다 말씀해주 거는 이인 거잖아요,1
387,그래서 저희 같은으면량 건 같은 경우에는 네 교양으로 확인된 레슨 방수가가 하나에서 두일 경우에 저희가 그 가격으로 음 방수 가격대로 저희가 환불처 문의드리고 있어요,1
388,네 네 그리고 만약에 불량권수가 세상 이상이다 하실 경우 동일한 저희가 네구를 진행을 해드리고 있어요,1
389,맞아 그렇게 되어 돼요 그래서 여기 고객들이 사용하고 있는 상품이 어떤 상품인지 확인이 되어야 되거든요,0
390,그러면 어떻게 하 이거 그냥 보라색 봉투에다가 웨키프 한 방양 마코사텔프부터 고려 에 뭐 애가 크림이 뭐야 하는데 호랑이가 아니고 뭐야 하나 되어가지고 또 하나 더 추가를 확인이 해야 되는 게 네 없다 않은 거는 기존 거랑랑 지금 꺼랑 이제 비피 가야 하셨잖아요,0
391,그런데 이게 그 사진 사진이 필요하세요,1
392,그러면은 이걸 보내면 거 달라요 내가 지금과 하고 제 비 기장에 쓰는 게 있어요,0
393,이거 똑같은 거 이해해봤어,1
394,그까지 지금 따로 보내면 되겠네,1
395,걸어서 보면 되지 한유 고객이 어이가 그렇게 배송을 해서 확인을 할 수는 없지요,1
396,네 피 저희 왜 음 카카오톡으로 사진 변경을 해주시면 거의 하고 음 레에 밖에 교환이나 괜찮이나 아니면 은행 도와드리고 있거든요,1
397,만약께서 지금 바로 그게 안신다고 하시면 네 되게 돌아가셔서 어 자세히한테 말씀 들어려 가지고 네 거기 카카오톡으로 사진을 전송을 주시면 저희가 확인을 하고 고객 한번 어 특기사항이나 전달사항이 있으면 전화로 연락을 드리거나 아니면 뭔가 카카오톡으로 답변을 드릴 수가 있거든요,0
398,음 아니 그 자세분 구매를 하다고 하셨으니까 네 교재분께서 직접 경적으로 카카오크 문의 주셔도 되지요,1
399,음 그러면은 기존 거 있다가 그경 하고 이거 침태를 구매한한다고 그거 뒤에 건 수가 되면성 없는 특성이 없다는 거를 저희 확인을 해야 되고 하는 부분이기 때문에 그 실장을 사진으로 확인으로 되게 다 끝하게 늘려서봐라,0
